argument,topic,set,WA
we shouldn't abolish the right to keep and bear arms as everyone has the right to protect themselves and their home,We should abolish the right to keep and bear arms,train,0.883567329
"we shouldn't abolish the right to keep and bear arms as people have the right to protect themselves, their families and their property",We should abolish the right to keep and bear arms,train,1.0
we shouldn't abolish the right to keep and bear arms beacuese in risj the world peace,We should abolish the right to keep and bear arms,train,0.27446669
we shouldn't abolish the right to keep and bear arms because i think a person should have something to protect themselves in the case the police or someone else can't help you faster.,We should abolish the right to keep and bear arms,train,0.653360261
we shouldn't abolish the right to keep and bear arms because is first the integrity of the people,We should abolish the right to keep and bear arms,train,0.290264531
we shouldn't abolish the right to keep and bear arms because it can help protect yourself or others when in real danger,We should abolish the right to keep and bear arms,train,1.0
we shouldn't abolish the right to keep and bear arms because it can help stop mass shootings if everyone has a gun,We should abolish the right to keep and bear arms,train,0.686693017
we shouldn't abolish the right to keep and bear arms because it is one of our first constitutional rights,We should abolish the right to keep and bear arms,train,0.811577186
we shouldn't abolish the right to keep and bear arms for s nationale sucititu,We should abolish the right to keep and bear arms,train,0.328926279
we shouldn't abolish zoos because children and young is not receive eduction,We should abolish zoos,train,0.246599991
we shouldn't abolish zoos because it is a  way to protect endangered animals from becoming extincted,We should abolish zoos,train,0.682900345
we shouldnt abolish zoos because they are a sanctuary for alot of animals that would otherwise die.,We should abolish zoos,train,0.876433809
we shouldn't abolish zoos because they attract visitors and money to be able to put back into the zoo for animal feed and vet bills,We should abolish zoos,train,0.93698805
we shouldn't abolish zoos because they can be very educational,We should abolish zoos,train,0.57263191
we shouldn't abolish zoos because they create jobs for zookeepers and they allow children to view wild animals which is fun and educational,We should abolish zoos,train,0.736068426
we shouldn't abolish zoos for our child and contac animal,We should abolish zoos,train,0.288043933
we shouldn't abolish zoos only must good tratatment for anmals,We should abolish zoos,train,0.160549417
we shouldn't adopt a multi-party system as there is too many parties as it is,We should adopt a multi-party system,train,0.402817243
we shouldn't adopt a multi-party system because it can make it harder for one party to get a majority on the 1st ballot of anything,We should adopt a multi-party system,train,0.762682842
we shouldn't adopt a multi-party system because it could lead to too much change in control of the government,We should adopt a multi-party system,train,0.501583734
we shouldn't adopt a multi-party system because it will be too complicated when votes are split between all these parties. a president could be elected by getting fifteen percent of the vote with this system,We should adopt a multi-party system,train,0.683621514
we shouldn't adopt a multi-party system because it will cause the government to become unstable,We should adopt a multi-party system,train,0.822637822
we shouldn't adopt an austerity regime because it could lead to more trouble,We should adopt an austerity regime,train,0.508787046
we shouldn't adopt gender-neutral language because certain inaccuracies may develop if not understood correctly,We should adopt gender-neutral language,train,0.82162921
we shouldn't adopt gender-neutral language because it will just make people confused,We should adopt gender-neutral language,train,0.688022493
we shouldn't adopt gender-neutral language it will just confuse most people that isn't up to date with the sensitivity of today's world,We should adopt gender-neutral language,train,0.637588238
we shouldnt allow a computer to drive a car. a human should.,We should stop the development of autonomous cars,train,0.77544711
we shouldn't allow minors to get cosmetic surgery because they are too young to undergo such surgeries that are based mainly on emotional responses to depression or disappointment about themselves.,We should ban cosmetic surgery for minors,train,0.979145286
"we shouldn't ban celiebcay because someone might not be interested in sex and it could force them into doing something that they might not want to do,",The vow of celibacy should be abandoned,train,0.564644669
"we shouldn't ban cosmetic surgery altogether because there are people who need it like burn victims. also, i see no reason why this surgery should be banned. it can raise self esteem and its a personal choice",We should ban cosmetic surgery,train,0.868537168
we shouldn't ban cosmetic surgery because it can help rebuild people's lives after accidents and help them in the long run,We should ban cosmetic surgery,train,0.88098366
we shouldn't ban cosmetic surgery for minors because it can help insecure minors feel better about themselves,We should ban cosmetic surgery for minors,train,0.750604861
we shouldn't ban cosmetic surgery for minors because it can help those with birth defects to look normal,We should ban cosmetic surgery for minors,train,0.916772282
"we shouldn't ban cosmetic surgery for minors because they may need it after accidents or illnesses like cancer etc, it may be their only source of help",We should ban cosmetic surgery for minors,train,0.708333197
we shouldn't ban cosmetic surgery for minors who have parents authorization. they have the right to decide for themselves if they will look better after the surgery and that's what freedom is all about.,We should ban cosmetic surgery for minors,train,0.848264255
we shouldnt ban fast food as it does serve a purpose if someone needs a meal quickly. it should be informed choice as there is enough information available to be aware of the consequences of eating unhealthily,We should ban fast food,train,0.625726863
we shouldn't ban fast food as the employees would be left without a job and unable to support their families,We should ban fast food,train,0.48391935
we shouldn't ban fast food because 1000s of people would be out of a job,We should ban fast food,train,0.644668035
we shouldn't ban fast food because it is an affordable option for people that might not be able to get hot food otherways.,We should ban fast food,train,0.739327774
we shouldn't ban fast food because it should be your choice to eat what you want,We should ban fast food,train,0.744612119
we shouldn't ban fast food because it should be your choice what you put inside your body and not anyone else's,We should ban fast food,train,0.920171377
we shouldn't ban fast food because many people who are poor rely on it's cheap prices to feed their families,We should ban fast food,train,1.0
we shouldn't ban fast food for some cases in hard works,We should ban fast food,train,0.316378301
we shouldn't ban fast food in some ocations,We should ban fast food,train,0.506963383
we shouldn't ban fast food only in partys,We should ban fast food,train,0.564869022
we shouldn't ban it because everyone has the right to deal with their own body and if they want to heal naturally rather than taking artificial medicine then they can have that option,We should ban naturopathy,train,0.869173287
we shouldn't ban it because its handy for busy people that may not get a chance to get themselves a hot meal otherwise and its better than going without.,We should ban fast food,train,0.815139908
we shouldn't ban it because there may be no other way to get information out of individuals which are a threat to the world.,We should close Guantanamo Bay detention camp,train,0.722206826
we shouldn't ban naturopathy because freedom is a foundational right that people can exercise. the ability to use alternative medicine has been going on for thousands of years and we can't restrict it now,We should ban naturopathy,train,0.8684607
we shouldn't ban naturopathy because it's a more natural way of healing oneself,We should ban naturopathy,train,0.666265327
we shouldn't ban nuclear weapons because if a country threatens us with war we will have nothing to fight back with.,We should fight for the abolition of nuclear weapons,train,0.709131301
we shouldn't ban telemarketing because for some it is their only source of information and contact with others and it will force people out of their jobs if it is abolished,We should ban telemarketing,train,0.824480069
we shouldn't ban telemarketing because it helps companies obtain more business,We should ban telemarketing,train,0.83891061
we shouldn't ban telemarketing because it is a useful way to make sales and it isn't overly abusive to people,We should ban telemarketing,train,0.676268546
we shouldn't ban telemarketing because it would leave thousands of people without jobs,We should ban telemarketing,train,1.0
we shouldn't ban the use of child actors as it builds skills and teaches them how to listen to instructions,We should ban the use of child actors,train,0.826458787
we shouldn't ban the use of child actors as who else would play the children in movies or tv shows?,We should ban the use of child actors,train,0.896877423
we shouldn't ban the use of child actors because is omprtante in thier profesional fomation,We should ban the use of child actors,train,0.290839857
we shouldn't ban the use of child actors because it allows the kids to pursue a career early in their life,We should ban the use of child actors,train,0.689285483
we shouldn't ban the use of child actors because it is a way for children to find a career early in their life,We should ban the use of child actors,train,0.595952562
we shouldn't ban the use of child actors because it lets kids follow their dream of acting early on and can lead to an early retirement,We should ban the use of child actors,train,0.875125547
We shouldn't ban the use of child actors because many stories require the use of them and having adults playing those roles would look ridiculous.,We should ban the use of child actors,train,1.0
"we shouldn't ban the use of child actors. i think this role can be good for children, it opens up career doors, and who would fill all the roles that need a child not an adult..",We should ban the use of child actors,train,1.0
we shouldn't ban whaling as long as it is sustainable because whale tastes delicious and many cultures rely it on where they live for food. what's the harm?,We should ban whaling,train,0.765162878
we shouldn't ban whaling because it can help people keep up with their traditions,We should ban whaling,train,0.745254207
we shouldn't ban whaling because it is a tradition for many cultures,We should ban whaling,train,1.0
"we shouldn't ban whaling because it is so important to many cultures. as long as the whales are sustainably harvested, what is the issue?",We should ban whaling,train,0.680809519
we shouldn't ban whaling because people living in poverty filled countries rely on whaling as there only source of food.,We should ban whaling,train,0.86468986
we shouldn't ban whaling because the practice has been around for centuries and provides society with usable products.,We should ban whaling,train,0.828800856
we shouldn't ban whaling because whales are the food of the oceans for all the other species,We should ban whaling,train,0.368586844
we shouldn't be afraid to develop cars autonomously. there are tremendous benefits to safety and productivity due to people not having to drive.,We should stop the development of autonomous cars,train,0.927441368
we shouldn't be encouraging minors that cosmetic surgery is the answer to insecurities they have. this can lead to more mental health issues.,We should ban cosmetic surgery for minors,train,0.980041838
We shouldn't be spending tax dollars to help with in home care for dads or anybody.  They had the child and it's their responsibility to financially care for that child.   Not the government.,We should subsidize stay-at-home dads,train,1.0
we shouldn't because a person should be able to secretly go to a place where they feel safe.,We should abolish safe spaces,train,0.626073107
we shouldn't because everyone has the right to free speech and a judge has had years of training so if they think someone is guilty then they usually are.,We should limit judicial activism,train,0.750031047
we shouldn't because i think there would be more arguments and less would get done.,We should adopt a multi-party system,train,0.398786724
we shouldn't because it should be up to the person to decide when they don't want to work anymore.,We should end mandatory retirement,train,0.324684878
we shouldn't because it will dangerous profession and it shouldn't be encouraged.,We should legalize prostitution,train,0.66770644
we shouldn't because normal people contribute and that information could be misleading or false.,We should subsidize Wikipedia,train,0.796085422
we shouldnt because people might just vote for anyone if they have no interest in politics and could sway the vote.,We should introduce compulsory voting,train,0.849170617
we shouldn't because some people do things that make them should be judged.,We should end racial profiling,train,0.394707081
we shouldn't because sometimes people harvest them for money illegally.,We should legalize organ trade,train,0.750620537
we shouldn't because that should be decided naturally.,We should legalize sex selection,train,0.784712055
we shouldn't because the child might not get a chance to bond with their mother at the most important stage of their lives,We should subsidize stay-at-home dads,train,0.482515924
we shouldn't because the information that is added can be added by anyone and it could spread false information around.,We should subsidize Wikipedia,train,0.74424357
we shouldnt because these people are the face of the company and need to keep up appearances for the media.,We should limit executive compensation,train,0.347067612
we shouldnt because they are helping animals that might be going extinct to help breed.,We should abolish zoos,train,0.607012535
we shouldn't cancel pride parades because the lesbian gay and trans communities need a yearly event to be able to celebrate their groups. it is a sign of unity.,We should cancel pride parades,train,0.888632659
"we shouldn't cancel pride parades, they have a right to celebrate, then we will have to cancel football win parades and olympic win parades too",We should cancel pride parades,train,0.570416975
we shouldn't change the way we talk just to satisfy a sensitive group of people.,We should adopt gender-neutral language,train,0.804861465
we shouldn't close guantanamo bay detection camp because the prisoners may be dangerous to the public or themselves,We should close Guantanamo Bay detention camp,train,0.821070594
we shouldn't close guantanamo bay detection camp for national security,We should close Guantanamo Bay detention camp,train,0.686680074
we shouldn't close guantanamo bay detection camp for peace of world,We should close Guantanamo Bay detention camp,train,0.5347579
we shouldn't close guantanamo bay detection camp for reason of national security,We should close Guantanamo Bay detention camp,train,0.495803773
we shouldn't close guatanamo bay detection camp because there is no where else to keep these terrorists. it seems to be working fine so why make a change?,We should close Guantanamo Bay detention camp,train,0.868942322
we shouldn't completely abolish the right to keep and bear arms. every human being should have the right to defend themselves from enemies foreign and domestic.,We should abolish the right to keep and bear arms,train,0.8871081
"we shouldn't end affirmative action because individuals need to be praised if they have done a good job, to continue doing well.",We should end affirmative action,train,0.470815868
we shouldn't end affirmative action because it helps spread the idea of diversity,We should end affirmative action,train,0.689690886
we shouldn't end affirmative action because it is necessary to help those who need it the most. the people who are at the bottom will never rise to the top if they cannot get help. it's not their fault.,We should end affirmative action,train,0.9774151
we shouldn't end affirmative action because it reconfirms the good things about a person and their abilities,We should end affirmative action,train,0.692729767
we shouldn't end affirmative action because racism still exists. if minorities ever have a fair chance at getting ahead we must right the wrongs of our forefathers and give them oppotunied to better themselves.,We should end affirmative action,train,0.8112704
we shouldn't end affirmative action yet because it is still necessary to provide more opportunities to those that were not provided them over the last couple hundred years.,We should end affirmative action,train,1.0
we shouldn't end it because all sorts of illegal things can come into the country.,We should end the use of economic sanctions,train,0.313296057
"we shouldnt end it because in london the majority of stabbings are done by a certain demographic, so if police can pull over and stop people that fall into that category, they may be able to save a life.",We should end racial profiling,train,0.657877865
we shouldn't end mandatory retirement because it forces elderly people out of work and they might not have enough money saved to survive for the rest of their lives,We should end mandatory retirement,train,0.792998787
we shouldn't end mandatory retirement because it makes way for the younger generation to take their place in the career world with a fresh view,We should end mandatory retirement,train,0.942380652
"we shouldn't end mandatory retirement for a few reasons. one, when employees get older they tend to be slower and make mistakes. two, they are taking up spots that block young workers from starting their career",We should end mandatory retirement,train,0.829556074
we shouldn't end mandatory retirement it helps the younger generations more likely to find jobs,We should end mandatory retirement,train,0.849697686
we shouldn't end racial profiling because it can help  predetermine which races are more likely to commit certain crimes so those races could be watched more closely to stop crimes before they happen,We should end racial profiling,train,0.948352402
we shouldn't end racial profiling because it could tie in with certain aspects of evidence that is effective,We should end racial profiling,train,0.825088989
we shouldn't end racial profiling because it is a way to stop criminals before they commit crimes,We should end racial profiling,train,0.771049492
we shouldn't end the use of economic sanctions because it will be more effective,We should end the use of economic sanctions,train,0.602814386
"we shouldn't end the use of racial profiling because police can make the world safer by using crime statistics to make inferences. for security, we need to use every ploy we can to stop attacks.",We should end racial profiling,train,1.0
we shouldn't end this because people might think they have no choice to work because of money and end up killing themselves.,We should end mandatory retirement,train,0.765731351
we shouldn't fight for the abolition of nuclear weapons because it lead to more power for the country and lowers the chance of a nuclear war,We should fight for the abolition of nuclear weapons,train,0.872491445
"we shouldn't fight for the abolition of nuclear weapons because they have appeared to be effective at ending certain conflicts, that may not have been resolved otherwise",We should fight for the abolition of nuclear weapons,train,0.788605016
"we shouldn't fight for the absolution of nuclear weapons because the smaller countries that have nuclear weapons use them as leverage so that they don't get attacked. without it, they would get bullied.",We should fight for the abolition of nuclear weapons,train,0.695012168
we shouldn't fight it because the world has changed and it will be convenient to have everything to hand and close by.,We should fight urbanization,train,0.608378473
we shouldn't fight to get rid of nuclear weapons. they provide a deterrent to serious conflict because even the smaller countries who have nuclear weapons pose a threat,We should fight for the abolition of nuclear weapons,train,0.886594576
we shouldn't fight urbanization because cities are a more economical way of living. it reduces pollution by having less people driving cars and it uses less natural resources by building livings places upright,We should fight urbanization,train,0.907630945
we shouldn't fight urbanization because its the future of humanity. we have a population problem that couldn't be fixed without urbanization. it allows us to house people in big tall buildings which saves space,We should fight urbanization,train,0.825301321
we shouldn't fight urbanization because the world would look horrible,We should fight urbanization,train,0.353014217
we shouldn't give money to a site where anyone can edit articles to give false information.,We should subsidize Wikipedia,train,1.0
"we shouldn't have the power to force people to stop working, sometimes their job is their absolute passion in life",We should end mandatory retirement,train,0.917953023
"we shouldn't have to adopt a gender neutral language, i think people should just understand that people speak languages in different ways and they should be acceptable of that.",We should adopt gender-neutral language,train,0.909012494
we shouldn't have to change the british language to conform to others' needs,We should adopt gender-neutral language,train,0.66589818
we shouldn't introduce compulsory voting because it isnt fair to force people to vote if they don't want. a vote essentially supports a politician's future actions. some people may not like either candidate,We should introduce compulsory voting,train,0.859197644
we shouldn't introduce compulsory voting because not everyone cares for politics,We should introduce compulsory voting,train,0.799112162
we shouldn't keep paying for research that might not even be helpful in the end.,We should subsidize embryonic stem cell research,train,0.608901409
we shouldn't legalize organ trade because is horror for familiys,We should legalize organ trade,train,0.575878992
we shouldn't legalize organ trade because is important for our intregrity,We should legalize organ trade,train,0.763600971
we shouldn't legalize organ trade because it is immoral and it will affect the poorest in society the most. people who have organs removed are more likely to get sick or have future complications.,We should legalize organ trade,train,0.889090492
we shouldn't legalize organ trade because it will lower the chance of people donating organs over selling organs,We should legalize organ trade,train,1.0
we shouldn't legalize organ trade because some people may not give the ok to be a part of it,We should legalize organ trade,train,0.313145924
we shouldn't legalize organ trade because would ruining the existing program of organ donors and people would rather sell their organs than donate them,We should legalize organ trade,train,0.945460864
we shouldn't legalize organ trade for insecurity and risk of life,We should legalize organ trade,train,0.596276786
we shouldn't legalize polygamy beacuse the prosmicuity and prostitution being elevated,We should legalize polygamy,train,0.597249966
we shouldn't legalize polygamy because it brings shame to monogamous people and their marriages by making it more than ok,We should legalize polygamy,train,0.412355414
we shouldn't legalize polygamy because it could lead to more abusive relationships,We should legalize polygamy,train,0.928454011
we shouldn't legalize polygamy because it is immoral for one man to marry more than one woman. the women often get treated poorly and sometimes even coerced into joining the sect.,We should legalize polygamy,train,0.623336797
we shouldn't legalize polygamy because it often denigrate women and favors men in these marriages. the man often ends up having lots of children which harms the children because they don't get proper attention,We should legalize polygamy,train,0.518478165
we shouldn't legalize polygamy because it will lead to more abusive relationships,We should legalize polygamy,train,0.620763892
we shouldn't legalize polygamy because the sociecity is broken off,We should legalize polygamy,train,0.432444058
"we shouldn't legalize polygamy. decriminalize it. allow individuals to cohabitate and be together, but not legal marriage. society and laws are set for 2 person marriage. it is too difficult to change laws.",We should legalize polygamy,train,0.498390463
we shouldn't legalize prostitution because it may cause higher percentage of drug rates and crimes along with prostitution rates,We should legalize prostitution,train,1.0
we shouldn't legalize prostitution because it's disgusting for women or men to make a living like that. we have advanced and society no longer accepts sex workers as a legitimate occupation.,We should legalize prostitution,train,0.750856668
we shouldn't legalize sex selection because is moral action in society,We should legalize sex selection,train,0.618290222
"we shouldn't legalize sex selection because it is immoral. only god can decide what the sex of the baby will be. if this were legalized, there would be more males than females and that is discrimination.",We should legalize sex selection,train,1.0
"we shouldn't legalize sex selection because some people can't have children at all, they should be happy that they have blessed with a miracle. if you want to choose a sex then foster or adopt a certain sex",We should legalize sex selection,train,1.0
we shouldn't limit executive compensation because it can give instant as access to money for your needs like a buying a house,We should limit executive compensation,train,0.442588884
we shouldn't limit executive compensation because it can help pay for bigger purchases,We should limit executive compensation,train,0.133939838
we shouldn't limit executive compensation because it's a reward for hard work and the employees may feel not worthy if they are not rewarded,We should limit executive compensation,train,0.846486986
we shouldn't limit executive compensation because those people worked hard to get to that position and should be awarded for it.,We should limit executive compensation,train,0.925743469
we shouldn't limit executive compensation for integritu of the people,We should limit executive compensation,train,0.290803762
we shouldn't limit executive compensation. the whole point of becoming an executive is working up the ladder for years in order to receive the six figure salary and lucrative bonuses.,We should limit executive compensation,train,0.945943917
we shouldn't limit judicial activism because it can help blur the lines between right and wrong with the law isn't clear,We should limit judicial activism,train,0.699985954
we shouldn't limit judicial activism because it may not be fair,We should limit judicial activism,train,0.36924431
we shouldn't limit judicial activism because this is an opportunity for democracy to work. many of the laws treat people unfairly and this type of activism can change politics positively.,We should limit judicial activism,train,1.0
"We shouldn't limit what the judicial system has the potential to do, it is an un-nuanced policy to ban something outright.",We should abolish capital punishment,train,0.479616209
we shouldn't oppose collectivism because everyone deserves to be individual,We should oppose collectivism,train,0.443120302
we shouldn't oppose collectivism because it creates cohesiveness in society. it creates less conflicts and brings us all together by removing barriers.,We should oppose collectivism,train,0.826267944
we shouldn't oppose collectivism because sometimes you have to look out  for what is best for society as a whole and not how it would benefit a specific individual.,We should oppose collectivism,train,0.832802486
we shouldn't oppose collectivism. it can be useful for increasing harmony in society and creating less conflicts.,We should oppose collectivism,train,0.809957748
"we shouldn't pay for space exploration because there may be dangerous things we don't know about up in space and if we explore it, it may attack us.",We should subsidize space exploration,train,0.657720582
we shouldn't privilege fathers over mothers when it comes to staying at home with kids.,We should subsidize stay-at-home dads,train,0.597510015
we shouldn't prohibit flag burning as it may be a symbol to some countries as being top dog,We should prohibit flag burning,train,0.776974533
we shouldn't prohibit flag burning because it is a way of showing freedom of speech,We should prohibit flag burning,train,0.904226302
we shouldn't prohibit flag burning because it would interfere with the right to freedom of speech,We should prohibit flag burning,train,0.819487173
we shouldn't single vocational education out as a special case for subsidies; all types of education need to be supported.,We should subsidize vocational education,train,0.762665774
we shouldn't stop the development of autonomous cars because the world will never move on,We should stop the development of autonomous cars,train,0.630269045
"we shouldn't stop the development of autonomous cars. they are the future of automobiles. humans have proved incapable of safely driving, but these cars will improve safety and increase productivity.",We should stop the development of autonomous cars,train,0.904978991
we shouldn't subsidize embryonic stem cell research because we could be researching more important projects like cancer or a cure for aids,We should subsidize embryonic stem cell research,train,1.0
we shouldn't subsidize journalism because it will lead to media telling people whatever the government wants it to. this will not lead to honest and accurate news stories which we need in society.,We should subsidize journalism,train,0.917315073
we shouldn't subsidize journalism. there are plenty of people who can privately fund journalism if they wish and keep us informed. there are more important causes to invest in than government journalists,We should subsidize journalism,train,0.857257548
we shouldn't subsidize space exploration because it can be very costly,We should subsidize space exploration,train,0.804861465
we shouldn't subsidize space exploration because it is too expensive for little result,We should subsidize space exploration,train,0.750993303
we shouldn't subsidize space exploration because the money could be better spent on other things such as the nhs or the social care system,We should subsidize space exploration,train,0.921286218
we shouldnt subsidize space exploration we have world poverty which needs to be resolved and the money could go on funding that,We should subsidize space exploration,train,0.945499187
we shouldnt subsidize stay at home dads its their choice to have children,We should subsidize stay-at-home dads,train,0.635778563
we shouldn't subsidize stay-at-home dads as it's their choice to have children and not work,We should subsidize stay-at-home dads,train,0.764100602
we shouldn't subsidize stay-at-home dads because stay at home moms aren't subsidized,We should subsidize stay-at-home dads,train,0.719144403
we shouldn't subsidize stay-at-home dads because stay at home moms does get subsidized,We should subsidize stay-at-home dads,train,0.532715374
we shouldn't subsidize stay-at-home dads when the man is young,We should subsidize stay-at-home dads,train,0.019661529
we shouldn't subsidize stem cell research because it can be privately funded. there are better causes like healthcare for the government to invest in and this type of research is controversial.,We should subsidize embryonic stem cell research,train,1.0
we shouldn't subsidize student loans as they have chosen to study and it will cost the government more money that could be spent elsewhere,We should subsidize student loans,train,0.746383604
we shouldn't subsidize student loans because it puts large amounts of money back into the economy.,We should subsidize student loans,train,0.814035868
we shouldn't subsidize student loans because it will cause students with low income to be in debt they don't need to be in,We should subsidize student loans,train,0.408692637
we shouldn't subsidize student loans because it will lead the student to be in debt,We should subsidize student loans,train,0.538095661
we shouldn't subsidize student loans because of high interest rates students will be thousands of dollars in debt after graduation with no job to pay it back,We should subsidize student loans,train,0.825062686
we shouldn't subsidize student loans because they are already cheap enough and i don't think the banks would be able to handle any lower prices.,We should subsidize student loans,train,0.676425223
we shouldn't subsidize the student loans because it just costs too much. there are numerous other societal benefits programs that must be funded first.,We should subsidize student loans,train,1.0
we shouldn't subsidize vocational education because it should be up to each individual to support themselves for the career route they want to pursue,We should subsidize vocational education,train,0.800829457
we shouldn't subsidize vocational education because jobs in that field are often low paying,We should subsidize vocational education,train,0.61617119
we shouldn't subsidize vocational education because many children and young adults don't really know what they want to do and they may change their minds several times before deciding on a career path,We should subsidize vocational education,train,0.888799485
we shouldn't subsidize vocational education because these types of careers are usually low paying,We should subsidize vocational education,train,0.525169558
we shouldn't subsidize vocational education because trades jobs are becoming few and far between.,We should subsidize vocational education,train,0.563127372
we shouldn't subsidize vocational education. most companies provide training to employees and this is their duty. the government has lots of more important things to subsidize like medical care.,We should subsidize vocational education,train,0.840421261
we shouldn't subsidize wikipedia because have many activities an win much money in advertising,We should subsidize Wikipedia,train,0.253208232
"we shouldn't subsidize wikipedia because it's not important, maybe people want to remain anonymous and with wikipedia that is not possible",We should subsidize Wikipedia,train,0.565853213
we shouldn't subsidize wikipedia because pages on wikipedia is user created and isn't always accurate,We should subsidize Wikipedia,train,0.649646564
we shouldn't subsidize wikipedia because the information on it isn't trustworthy because it is user created and can be edited by anyone.,We should subsidize Wikipedia,train,1.0
we shouldn't subsidize wikipedia because there is a lot of untrustworthy information especially on less popular pages,We should subsidize Wikipedia,train,0.772254516
we shouldn't subsidize wikipedia for the resources and money generated,We should subsidize Wikipedia,train,0.466999763
we shouldn't support vocational education because it prevents children from going to college,We should subsidize vocational education,train,0.618946768
we shouldn't support vocational education because people may take advantage of the system and a lot of money will be wasted from the government.,We should subsidize vocational education,train,0.761714983
"we shouldn't try to toy with things god as created, we are likely to unleash undesirable consequences on ourselves",We should subsidize embryonic stem cell research,train,0.540830456
we shouldn't van cosmetic surgery for minors because everyone had the right to feel confident in their own skin.,We should ban cosmetic surgery for minors,train,0.680918378
we shouldn't van telemarketing because telemarketers need to make a living too.,We should ban telemarketing,train,0.762735344
we shouldn'tfight urbanization because is dangerous and mortal,We should fight urbanization,train,0.338533318
"we simply can't afford another subsidy, especially in an area that has already attracted private investors",We should subsidize space exploration,train,0.398793863
"We sort of adopt a multi-party system now in the United States; meaning we  have the Republicans, Democrats and the Independent parties. But if you want to add to that, it would give voters more options.",We should adopt a multi-party system,train,0.6838559
we stick to these principles to inspire us and to ensure that if there are behaviors that do not make us feel safe,We should abolish safe spaces,train,0.215742209
"we subsidize colleges for doctors and lawyers etc so we should also subsidize education for other occupations as well such as mechanics, hair dressers, construction workers and so on.",We should subsidize vocational education,train,1.0
we think wikipedia is important but should not be subsidized. wikipedia asks for funding every year from it's users and that is fine. the government has more important things to subsidize.,We should subsidize Wikipedia,train,0.921488951
we trap fish in nets and i see no difference.,Entrapment should be legalized,train,0.091125978
we use whales for many usable products.,We should ban whaling,train,0.514338851
we want to have an inclusive society and try to make each and every individual feel comfortable,We should adopt gender-neutral language,train,1.0
"we watch way too much television today, which is damaging both our physical and mental health.",We should abandon television,train,0.914197335
we went from one man-one woman to two men or two women marriages; shouldn't polygamy be the next logical step?,We should legalize polygamy,train,0.496891777
we were born a certain sex and we are who we are. chosing to be another sex is no different than putting lipstick on a pig then calling it a model. it's still a pig.,We should legalize sex selection,train,0.195009032
we were given the right to vote but not an order to vote which means that it is a choice and should remain so.,We should introduce compulsory voting,train,1.0
we will lose individuality and become one big hive mind,We should oppose collectivism,train,0.796172607
we will never be able to control what other countries do or have and for that reason we must not abolish nuclear weapons because that would put us as risk.,We should fight for the abolition of nuclear weapons,train,0.738672898
we will never have the technology to live in space.  don't waste money on it,We should subsidize space exploration,train,0.423581203
we will save more lives in the long run with self  driving cars so they should not be banned.,We should stop the development of autonomous cars,train,0.882372133
"we worry too much about such little things, when there are more important things like healthcare and hunger",We should adopt gender-neutral language,train,0.517480933
we would be less likely to cause offense by misgendering someone,We should adopt gender-neutral language,train,0.875442337
we would be less likely to leave individuals behind.,We should oppose collectivism,train,0.123109954
we would end up in bidding wars where only the rich could be helped,We should legalize organ trade,train,0.712994744
we would have to see which journalists are actually truthful and helpful and that would take a long time to sort out.,We should subsidize journalism,train,0.253635353
we would see an increase in healthier and slimmer people,We should ban fast food,train,0.517222416
we’ve explored as much as needs explored,We should subsidize space exploration,train,0.465008873
"weapons are very tentative to commit a crime or create a vendetta against another person, that is why it is important to abolish the possession and carrying of arms.",We should abolish the right to keep and bear arms,train,0.679953516
weapons in the hands of the regular people keeps the whole of society safe from widespread dangers and oppression,We should abolish the right to keep and bear arms,train,0.629055213
WEAPONS KILL PEOPLE IF THEY WERE NOT READILY AVAILABLE THEN LESS PEOPLE WOULD DIE,We should abolish the right to keep and bear arms,train,0.636350569
weapons of mass destruction has no place in warfare that's why we should abolish nuclear weapons.,We should fight for the abolition of nuclear weapons,train,0.774288415
weapons of war should not be in the people's hands,We should abolish the right to keep and bear arms,train,0.450355068
weather it's a man or woman a society should give help to those who need it,We should subsidize stay-at-home dads,train,0.62489332
wedding culture has actually become scary and only benefits hugely expanded wedding industry,We should abandon marriage,train,0.674846579
weddings  became orchestrated and scheduled events and  do not actually reflect what they are supposed to,We should abandon marriage,train,0.632051603
Weddings are an economic boon for many sectors of society.,We should abandon marriage,train,0.900258314
Weddings are joyous events for family and friends.,We should abandon marriage,train,0.877105347
weddings do not launch successful marriages but could be distressful for future relationships,We should abandon marriage,train,0.378690366
we're not ready yet. there are too many problems  with automation.,We should stop the development of autonomous cars,train,0.687348507
western allies believe guantanamo bay is inconsistent with their values.,We should close Guantanamo Bay detention camp,train,0.700488605
whale are an important part of the ecosystem and whaling threatens their survival on this planet.,We should ban whaling,train,0.862210294
"Whale are vital to the marine ecosystem and should be protected, not hunted.",We should ban whaling,train,1.0
Whale is a type of fish as any one. It should be permitted to hunt it as use it.,We should ban whaling,train,0.192026821
Whale meat has high levels of mercury and is unhealthy as part of a diet.,We should ban whaling,train,0.799838084
"whale meat is an essential part of japan's history & culture.
whaling is needed especially for individuals that live in colder parts of the world, as it is used as a survival kit",We should ban whaling,train,0.826525248
Whale meat is delicious. Humans should have the freedom to eat any food they choose to.,We should ban whaling,train,0.676041413
whale meat is high in protein and benefits humans nutritionally; why protect whales above other sea creatures that are harvested?,We should ban whaling,train,0.910616348
