论点,主题,set,WA
守独身誓言及选择守誓言的人应该受到尊重。这应该是个人的个人选择问题。,应该放弃独身的誓言,train,0.851533654
贞洁誓言应被放弃，因为它违背了人类的需求、冲动和本能，可能导致思维和行为功能失调。,应该放弃独身的誓言。,train,0.795463795
社会中的弱势群体和贫困群体在紧缩政策下遭受最严重的影响。,我们应该采取紧缩政策。,train,0.938449969
社会中的弱势群体可能会被迫认为，出售器官以缓解其财务困境是一个不错的选择，尽管长期存在健康风险。,我们应该合法化器官交易,train,0.743116497
事情的发展方式是人们付费继续接受教育，这样才应该是，因为政府无法负担更多责任。,我们应该资助职业教育。,train,0.517983836
纠正过去的歧视和偏见的方法并不是歧视另一个群体，而是为所有人创造平等的机会。平权行动本身就是一种歧视。,我们应该结束平权行动。,train,1.0
维基百科中免费提供给公众的丰富知识太宝贵了，不应有任何风险丢失，应该得到资助以确保其持续存在。,我们应该对维基百科进行资助。,train,1.0
婚礼不过是精心策划的光鲜表象，仅仅是为了给人留下深刻印象，而事件背后的真实原因和实际意义却被忽略了。,我们应该放弃结婚。,train,0.519627008
鲸鱼对许多社区来说只是食物来源，和猪肉或牛肉一样，其他人无权来说教。,我们应该禁止捕鲸。,train,0.771488435
鲸类种群已经濒临灭绝，需要被禁止捕杀。以目前捕杀速度，鲸类很快就会灭绝。,我们应该禁止捕鲸。,train,0.862637079
目前鲸鱼种群数量正在减少，禁止捕鲸将有助于促使种群恢复。,我们应该禁止捕鲸。,train,0.919033419
鲸鱼种群正在下降，它们可能会濒临灭绝。,我们应该禁止捕鲸。,train,1.0
鲸鱼种群正在变小，许多物种正面临灭绝的危险。如果捕鲸活动继续下去，我们可能会彻底失去这些美丽的生物。,我们应该禁止捕鲸。,train,1.0
鲸鱼濒临灭绝，捕鲸会使它们几乎消失。,我们应该禁止捕鲸。,train,0.961717485
鲸鱼是海洋的大使，也是保护地球斗争的象征。他们必须禁止捕鲸。,我们应该禁止捕鲸。,train,0.734253413
民主的根本目的是让人们选择是否投票给谁或不投票给谁。,我们应该推行强制投票制。,train,0.766059424
骄傲游行中涵盖广泛的人群慢慢演变为进一步接受更多不道德行为，比如恋童癖。,我们应该取消骄傲游行。,train,0.516118706
广泛使用经济制裁会导致不良副作用，包括腐败。,我们应该停止使用经济制裁。,train,0.796491798
赢家可能是被选入办公室的人，而选举时只有很小比例的选民投票。,我们应该采纳多党制。,train,0.639312408
法官的智慧和经验应成为司法系统的一部分，以便每位法官能够运用他们丰富的知识来处理任何案件，以帮助他们获得最佳结果。,我们应该限制司法激进主义。,train,0.709731499
"""他""和""她""这些词是对人类进行标记的一种方式，并不是每个人都觉得自己属于这两个类别之一。通过消除性别特定的词语，你将会让每个人感到平等。",我们应该采用性别中立的语言。,train,0.808292288
员工会受益于老年员工的技能和经验。,我们应该结束强制退休。,train,1.0
世界不能任由少数拥有如此毁灭性力量的国家操控。,我们应该为废除核武器而努力。,train,0.520933865
这个世界在这个 PC 时代已经变得疯狂了，我们不得不时刻担心冒犯别人。更加性别中立的语言只会进一步促进我们已经经历的软化。,我们应该采用性别中立的语言,train,0.702302047
世界是一个艰苦的地方，一旦人们离开大学，就不会有安全的空间 — 他们应该认清世界的实际运作方式。,我们应该废除安全空间。,train,0.694645887
世界还没有准备好接受自动驾驶技术，因为这项技术尚未经过验证。,我们应该停止自动驾驶汽车的发展,train,0.830828937
世界人口过剩，有许多需要被领养的孩子，因此应该禁止代孕以减少新生儿的数量。,代孕应该被禁止。,train,0.861006107
表演界是一个高压、极具压力的地方，应当保护儿童免受其影响。,我们应该禁止使用童星。,train,1.0
演艺界被证明充满了恶习，对儿童来说是非常有害的,我们应该禁止使用童星。,train,0.706483857
如果这个营地关闭了，最坏的人无处可去。,我们应该关闭关塔那摩湾拘留营。,train,0.815644297
最坏的恐怖分子和罪犯应该被拒之国门以保护我们所有人。,我们应该关闭关塔那摩湾拘留营,train,0.758411169
执行了错误的人很多次，因此这种情况应该被制止。,我们应该废除死刑。 ,train,1.0
动物园是唤起人们对全球生态系统破坏的最佳途径。,我们应该废除动物园,train,0.930625803
动物园是唯一所有囚犯都是无辜的监狱。放手是支持的好方式。,我们应该废除动物园。,train,0.395737101
动物园将动物带到城市里，在其他情况下我们可能无法见到或了解它们，最重要的是要照顾它们并保持它们健康。,我们应该废除动物园,train,0.526402417
动物园有助于保护濒临灭绝的动物。,我们应该废除动物园,train,0.818133334
有许多大规模枪击事件的例子，如果获取武器不那么容易，这些事件很可能可以被阻止。,我们应该废除持有和携带武器的权利,train,0.506037489
在寒冷的冬夜，我应该做什么呢？,我们应该放弃电视。,train,0.14745137
骄傲游行是LGBT社区赋权的一部分。,我们应该取消骄傲游行。,train,0.850182268
现在有很多人不再认同传统的语言，即男性或女性，因此我们应该调整语言，包容这些个体。,我们应该采用性别中立的语言,train,0.714788706
城市中心的人有更多的就业机会。,我们应该抵制城市化。,train,0.727881468
很多没有受过教育的人声称出于宗教信仰而反对干细胞研究，这是一个误解，干细胞研究是治疗疾病最有希望的发现之一。,我们应该对胚胎干细胞研究提供资助。,train,0.891957835
如果我们采用多党制体系，就有很多合格的候选人不属于主要政党，他们有可能走到前台。,我们应该采用多党制。,train,0.796316175
已经有足够多的学校选择。,我们应该给职业教育提供补贴。,train,0.511310432
已经有足够多的学校选择可供选择。,我们应该对职业教育进行补贴,train,0.422839971
世界上已经有很多不受欢迎的孩子，人们应该被鼓励去收养他们。,代孕应该被禁止。,train,0.63591495
已经有太多的孩子在等待被领养。如果人们无法自然生育，他们应该考虑领养。,代孕应该被禁止。,train,1.0
有太多枪支已经到了错误的人手中。,我们应该废除持有和携带武器的权利。,train,0.827502484
世界上已经存在太多问题，比空间更需要资源。,我们应该资助太空探索。,train,0.87241996
政府有更好的地方可以花钱。,我们应该对新闻业进行补贴,train,0.272411666
政府可以用那笔钱做更有意义的事情。,我们应该对学生贷款进行补贴。,train,0.760902859
有更好的事情可以花钱。,我们应该补贴太空探索。,train,0.560958765
有比资助不劳而获的男性更好的金钱运用方式。,我们应该对居家爸爸提供补贴。,train,0.634770145
现如今有更好的惩罚犯罪分子的方式，有些人可以得到改造。,我们应该废除死刑。,train,1.0
有些人在被设计好的诱导计划诱惑后，才会犯罪。,诱导应该合法化,train,0.62966194
有些情况下，代孕是夫妇唯一能够拥有血缘关系的孩子的方法。,代孕应该被禁止。,train,0.9586591
有一些情况涉及身体畸形，如果在较小的年龄进行手术，成功率会更高。这也消除了多年来遭受欺凌和孤立的可能性。,我们应该禁止未成年人进行整形手术,train,0.854884348
某些种族会犯某些罪行，这只是一个事实。通过允许种族歧视，你让执法部门比假设任何人都可能犯罪更快地解决犯罪。,我们应该结束种族歧视。,train,0.775992857
有一些天生畸形的儿童需要接受修复手术，以免受到其他孩子的嘲笑。,我们应该禁止未成年人进行整形手术。,train,1.0
有人担心，由于在家教育，孩子的整体发展会受到不利影响，因为与同龄人的有意义互动变得有限。,家庭教育应该被禁止。,train,0.828508924
有些情况下存在功能障碍，比如鼻中隔偏曲或腭裂，需要进行手术以解决功能和美观问题。,我们应该禁止未成年人进行整容手术。,train,0.9586591
有些罪行只能用这种方式回应,我们应该废除死刑。,train,0.872103082
那里关押了一些不应该被释放的罪犯。,我们应该关闭关塔那摩湾拘留营。,train,0.565074987
有一些罪犯永远不会被改造，应该为自己的罪行付出最终代价。,我们应该废除死刑。,train,0.985940643
目前已经有足够多的政党，能够就所有重要议题提供不同的观点。,我们应该采用多党制。,train,0.581352458
存在不同类型的卖淫行为，不是所有的都是虐待和剥削的。建立在自由选择基础上的监管行业可以是一种积极的解放，也比当今的状况更安全。,我们应该将卖淫合法化。,train,0.880535422
有足够的规则和政策保障儿童演员，使其成为一个安全的职业。,我们应该禁止使用童星。,train,0.938170561
有远比胚胎干细胞研究更重要的财政支持项目。,我们应该对胚胎干细胞研究进行补贴。,train,0.755191795
如今的性别远不止两种，因此，使用性别中立的语言是很有道理的。,我们应该采用性别中立的语言,train,0.659483788
如今由于捕鲸活动导致鲸鱼数量减少，那些幸存下来的鲸鱼需要得到保护。,我们应该禁止捕鲸。,train,1.0
家长可以使用家庭学校课程来为他们的学生做好准备，就像常规学校一样。,家庭教育应该被禁止。,train,1.0
有些创新由于对社会的需要，应该禁止知识产权。,我们应该废除知识产权。,train,0.385012716
对同性恋者存在歧视性法律，比如收养和“宗教自由”，如果不继续为自己的权利奋斗，这些权利很容易被剥夺。,我们应该取消骄傲游行。,train,0.757947688
现在能够养活一个家庭的农场越来越少。想要接触到像是优秀图书馆、医院、剧院这类资源，就需要住在大都市。,我们应该抵制城市化。,train,0.513795779
警力资源有限，他们应该通过针对最有可能违法的人最大程度地利用他们的资源。,我们应该结束种族歧视。,train,0.537476626
有很多奖学金和资助机会。,我们应该对学生贷款进行补贴,train,0.519780375
有许多有能力的家庭照顾寄养儿童，并提供比他们之前更好的家庭。,寄养制度带来的伤害多于益处。,train,0.558693531
有许多夫妇无法生育但希望拥有自己的基因血脉后代。家庭内代孕，而不是使用外部人士，有助于延续家族血脉。,代孕应该被禁止。,train,0.927124667
除了民主党和共和党外，还有许多不同的政治观点。 如果人们能选择更能反映他们自己观点的选项，他们将会拥有更多的发声机会。,我们应该采用多党制。,train,0.893346059
使用核武器时有许多环境问题需要考虑。,我们应该为废除核武器而奋斗,train,0.909843415
代孕存在许多伦理、健康和法律问题。如果胎儿或代孕母亲出现健康问题，将会发生什么？这样的情况太复杂，不应被允许。,代孕应该被禁止。,train,0.916292992
婚姻有许多与财务相关的好处。,我们应该放弃婚姻。,train,0.531007997
许多快餐选项都非常健康，考虑到大多数美国人的忙碌生活节奏，快餐在很多情况下是唯一的选择。,我们应该禁止快餐。,train,1.0
许多无辜的案例后来得到了证实,我们应该废除死刑。,train,0.849932696
有许多法律保护人们免受自己的伤害。移除这些保护措施并允许个人置身于卖淫所带来的危险中，将是不道德和不道义的。,我们应该合法化卖淫。,train,0.933280426
许多医学状况与特定性别相关，如果父母中任何一方是已知携带者，他们可以使用性别选择确保拥有一个健康的宝宝。,我们应该合法化性别选择。,train,0.826808965
这项研究存在许多道德问题,我们应该对胚胎干细胞研究进行补助,train,0.846209929
有许多更需要我们紫的科学探索领域需要更迫切的支持。,我们应该对太空探索进行补贴。,train,0.818471165
有许多其他支付选择。,我们应该对太空探索进行资助。,train,0.471266501
这个领域有许多人受雇。,我们应该禁止电话推销。,train,0.771274189
每年有很多人因为枪支被不当保管而丧生。,我们应该废除持有和携带武器的权利。,train,0.885543777
许多人愿意免费写作并发表意见。因此，没有必要通过补贴来额外投入资金支持新闻业。,我们应该补贴新闻业。,train,0.532048434
在工作中有许多保护措施适用于儿童演员。,我们应该禁止使用童星。,train,0.494120223
为儿童演员提供了许多保护措施，以确保他们能够安全地工作。,我们应该禁止使用童星。,train,0.890235307
有许多宗教原因不参与。,我们应该资助胚胎干细胞研究。,train,0.516986027
很多骗子正在推广那些未经监管、无效甚至有害的自然疗法治疗方法。,我们应该禁止自然疗法。,train,1.0
有许多部门比新闻业更需要补贴，记者已经赚取了足够丰厚的收入，给他们更多的钱将是一种浪费。,我们应该对新闻业提供补贴。,train,0.818701147
常规药物可能会引起许多副作用和痛苦。让身体自然愈合，只使用天然成分是治疗这些疾病的最佳方式。,顺势疗法带来的伤害多于益处。,train,0.770069273
有许多情况下，整形手术是对绝望的人们有价值的解决方案，如唇裂、烧伤受害者、酸攻击受害者。,我们应该禁止整容手术,train,0.942141204
有很多我们不了解的事情，也有很多药物无法治疗的病症。,我们应该禁止自然疗法。,train,0.57639564
有许多治疗方法被证明可以有效地使用了好几个世纪。,顺势疗法带来的害大于益,train,0.700984776
有许多女性无法自己生育孩子，有人愿意为她们怀孕并为之生育孩子并不是一件坏事。,代孕应该被禁止。,train,0.823945953
一个家庭中有更多的成年人可以工作赚钱，有助于改善财务状况。,我们应该合法化一夫多妻制。,train,0.707844954
地球上有更紫迫切的需求，没有理由去探索太空。我们必须先照顾好已经拥有的。,我们应该资助太空探索。,train,0.757665249
我们有更重要的问题，比如健康和安全，可以花钱，而不是用在新闻业上。,我们应该为新闻业提供补贴,train,0.859037952
我们应该用公共资金补贴更重要的事情，比如住房和医疗保健。,我们应该为学生贷款提供补贴。,train,0.763582723
有更重要的事情可以用公共资金支出，比如医疗保健、住房和教育。,我们应该对太空探索进行补贴。,train,0.916813548
我们应该更加重视使用公共资金的方式，比如住房和医疗保健。,我们应该对学生贷款提供补贴,train,0.847572448
我们应该投资在更多实际需求，比如住房和基础设施上。,我们应该对太空探索进行补贴。,train,0.598019366
好莱坞行业现在比以往任何时候都有更多保障措施，以确保儿童在表演时的安全。,我们应该禁止使用童星。,train,0.959591272
有更好的选择来花钱，比如医疗保健和社会住房。,我们应该对新闻业提供补贴。,train,0.677867792
有许多更可行的方法可以增加可用器官的数量，不仅仅是让富人获得机会。例如，死后捐献器官可以选择“自动捐献”而不是“自愿捐献”。,我们应该合法化器官交易。,train,1.0
有比自动驾驶汽车更重要的事情要花钱，例如气候变化带来的威胁和我们海洋的污染。,我们应该停止自动驾驶汽车的发展,train,1.0
有更重要的事情可以花钱; 太空探索是次要的，并不应该得到资助。,我们应该对太空探索进行补贴。,train,0.923255462
有许多更值得投资的事业，比起受益较少的太空探索。,我们应该对太空探索进行补贴。,train,0.619658596
没有可靠的科学研究表明顺势疗法除了安慰剂效应外还有任何益处，如果用顺势疗法替代传统药物，可能会带来积极的危害。,顺势疗法带来的危害大于好处。,train,1.0
自我庆祝游行并不必要，这就是骄傲游行的本质。,我们应该取消骄傲游行。,train,0.424183722
没有证据显示家庭疗法声称的积极效果得到科学研究支持。,顺势疗法带来的伤害大于益处。,train,0.870789685
没有证明家庭疗法对身体有积极效果的科学研究。,顺势疗法带来的危害大于好处。,train,0.79898528
使用这种治疗方法治疗疾病时，不会出现任何副作用。连怀孕的妇女和婴儿也可以放心使用顺势疗法药物。,顺势疗法带来更多的危害而非好处。,train,0.836401284
在家教学没有统一标准。没有人实际知道花费了多少时间，谁在做实际的工作，以及如何进行监督。,应禁止家庭教育,train,0.81447291
没有研究表明这些汽车是安全的。,我们应该停止自主车辆的发展。,train,0.566061102
没有任何理由改变我们的语言，现在的样子很好。,我们应该采用性别中立的语言,train,0.429503921
没有足够的人来确保寄养家庭能够为孩子们提供必需的照料。,寄养护理带来的伤害大于好处,train,0.614903299
现在有许多媒体可以获取娱乐，比如游戏机和智能手机。随着时间的推移，电视将会变得越来越过时。,我们应该放弃电视。,train,0.802710257
还有其他途径进行干细胞研究，不需要使用备受争议和令人反感的胚胎细胞。,我们应该资助胚胎干细胞研究。,train,0.897057424
除了安全空间之外，还有其他选择可供考虑。,我们应该废除安全空间。,train,0.764332224
有其他来源于非胚胎的干细胞可以作为替代。,我们应该资助胚胎干细胞研究。,train,0.734790422
有其他方式来发放学生援助，而不是给贷款提供补贴。,我们应该给学生贷款提供补贴。,train,0.716648202
有其他方法来解决犯罪和逮捕罪犯。,应该将诱捕合法化,train,0.518693911
每个群体都有游行，不给同性恋他们的游行就是歧视。,我们应该取消骄傲大游行,train,0.623825717
有些人不满意自己的外貌，他们应该有权利接受整形手术。,我们应该禁止整容手术,train,0.921966022
有些人不赞成关闭这个事情，它应该保持开放。,我们应该关闭关塔纳摩湾拘留中心。,train,0.238953699
有人为了养家糊口而狩猎。,我们应该废除拥有和携带武器的权利,train,0.689353093
有些人靠这种活动谋生，你需要找一份更好的工作。,我们应该禁止捕鲸。,train,0.677023371
有些人自定义为中性，作为性别非二元的人，一个通用性别中性代词 - 能够涵盖他和她之间的一切事物 - 将解决这个问题，以及其他问题,我们应该采用性别中立的语言,train,0.857559063
有些患有严重疾病的人在心智上有能力说“不想再忍受了”。他们意识到生活质量如此之低劣，以至于死亡是更好的选择。,协助自杀应该是一种刑事犯罪。,train,0.84727099
有经过完美训练的人员来照料家务事，夫妻双方都必须积极参与社会建设，而不是成为一种不合理的负担。,我们应该资助留在家里抚养孩子的父亲,train,0.138491536
已经有很多孩子生活在这个世界上，他们迫切需要一个温暖的家。想要孩子的人可以考虑收养。,代孕应该被禁止。,train,0.356221454
有许多其他庆祝和表示接受 LGBTQ+ 社群的方式，不会招致仇恨攻击，也不会让很多人陷于风险之中。,我们应该取消骄傲游行。,train,0.868398089
有宗教原因禁止器官交易。,我们应该合法化器官交易,train,0.510892487
通过整形手术存在风险，而且并非必要，因此应该禁止。,我们应该禁止整形手术。,train,0.619517572
婚姻被抛弃有几个因素，其中包括缺乏沟通、亲密、激情和承诺。,我们应该放弃婚姻,train,0.393676556
有几位精神不稳定的世界领导人拥有核武器。我们必须能够保护自己免受他们的威胁。,我们应该为废除核武器而奋斗,train,0.270844311
有几个捕鲸社区依赖捕鲸来生存。,我们应该禁止捕鲸。,train,1.0
有几个捕鲸社区拥有自己独特的文化身份，我们不能剥夺他们这种身份。,我们应该禁止捕鲸。,train,0.702540829
那么多虚假的整形手术产品存在，必须在我们开始见到大量畸形人类之前将其禁止。,我们应该禁止整形手术,train,0.525349834
目前有许多疾病我们无法治愈，也没有希望找到治愈方法，如果没有胚胎干细胞研究。为了未来可能拯救数百万生命，这项研究必须得到资助。,我们应该对胚胎干细胞研究进行补贴。,train,0.870999622
有那么多的观点和信念，拥有多党制可以让更多的声音被听到。,我们应该采纳多党制。,train,1.0
世界上还有很多其他问题，比如疾病和贫困。这些钱应该用在这些问题上，而不是用于到遥远的地方去寻找一块岩石。,我们应该对太空探索进行补贴。,train,0.905018565
我们自己的星球上有太多问题需要解决，我们应该先关注解决这些问题，而不是急于探索太空。我们不应该浪费资源向外看，而是应该向内看，看看我们在这里可以做些什么。,我们应该对太空探索进行补贴。,train,0.979473503
这个世界存在着许多问题，如饥饿和气候变化，因此最好把钱花在解决这些问题上，而不是探索太空。,我们应该对太空探索进行补贴。,train,0.785360069
这个世界上还有很多事物等待我们去发现，所以我们应该支持太空探索研究。,我们应该对太空探索进行补贴。,train,0.51374429
这项研究中可以找到很多治疗方法。,我们应该资助胚胎干细胞研究。,train,0.609775693
有一些传染病无法通过自然疗法治疗，可能会危及他人的安全。,我们应该禁止自然疗法。,train,0.812940603
有一些国家没有资源去收集器官，给那些迫切需要的人们。,我们应该合法化器官交易。,train,0.655485871
有一些罪行是如此令人发指，比如对儿童的强暴和谋杀，对于这些罪行，死刑是唯一适当的惩罚，也可以起到震慑他人的作用。,我们应该废除死刑。,train,0.867230345
有些罪行太严重，无法原谅；有些罪犯已经走上不归路，无法康复；在这种情况下，唯一的解决办法就是死刑。,我们应该废除死刑。,train,1.0
有一些犯罪，比如恐怖主义，其实是出于私利。,我们应该结束种族歧视。,train,0.838747833
有一些极端情况下，正当使用诱捕手段将危险个体从社会中排除。,应当合法化设陷。,train,0.845622962
有一些遗传性疾病只会影响一个性别；性别选择可以让父母避免这些后果。,我们应该合法化性别选择。,train,0.949143318
有些情况下，整形手术对于正常社会功能是至关重要的，例如，唇裂或面部烧伤、疤痕或出生痣。,我们应该禁止未成年人进行整容手术。,train,0.975399805
有些父母只想要女孩或男孩，而另一些希望各有一个。性别选择让他们能够生育他们真正想要的孩子，通常这也意味着更好的照顾。,我们应该合法化性别选择。,train,0.88880439
有些人只能通过代孕来拥有自己的生物孩子，因此代孕不应该被禁止。,代孕应该被禁止。,train,0.94756192
在某些情况下，种族歧视可能会揭示犯罪行为。,我们应该终止种族歧视审查。,train,0.673424663
仍有危险国家没有核武器，这正是阻止它们攻击拥有核武器的国家的原因。,我们应该为废除核武器而奋斗。,train,0.841915061
仍然有一些人靠捕鲸为生，禁止捕鲸会剥夺他们的食物和收入。,我们应该禁止捕鲸。,train,1.0
仍然有一些部落依靠捕鲸为生。捕鲸为他们提供食物，他们利用鲸鱼的所有部分。禁止捕鲸将剥夺这些人的生活方式。,我们应该禁止捕鲸。,train,0.895093499
有时候还是有价值的。,我们应该终止种族歧视。,train,0.437703093
有一套机制确保代孕者充分了解他们决定的后果，并在整个过程中得到支持。,代孕应该被禁止。,train,0.796034372
有研究表明，一夫多妻制社会存在更高水平的犯罪行为以及更低水平的儿童福利。,我们应该将一夫多妻制合法化。,train,0.66422873
骄傲游行中有些东西是年幼儿童不应该看到的，无论一个人的性取向如何。,我们应该取消骄傲游行。,train,0.627646931
这个星球上已经有成千上万个孩子在受苦。领养应该优先于代孕。我们需要照顾已经在这里的人，而不是再多生孩子。,代孕应该被禁止。,train,0.834437342
成千上万的人在迫切等待器官。,我们应该合法化器官交易,train,0.941252296
有时候整形手术可以极大地改善患者的生活质量，但在考虑未成年人时需要医疗专家的慎重判断。,我们应该禁止未成年人进行整形手术。,train,0.767322815
有时种族歧视会限制只有符合特定特征的人被询问。,我们应该终止种族歧视对待。,train,0.814727305
寄养儿童太多了，因此对潜在寄养家庭的监管不严格，导致了更多伤害了系统中的孩子。,寄养制度带来的伤害多于好处。,train,0.86458802
有太多不同的政治哲学流派无法被压缩进两个政党。,我们应该采取多党制。,train,0.588612303
有太多的性别规范，我们无法创造出中性语言。,我们应该采用性别中立的语言。,train,0.631836114
美国因枪支相关死亡事件过多，拥有枪支许可的不稳定人士也太多。,我们应该废除持有和携带武器的权利。,train,0.849247585
有太多历史案例中，无辜的人被处以了死刑。,我们应该废除死刑。,train,1.0
有太多的事件发生，无论是由于意外被射击，还是因为人们先开枪再问问题，甚至是人们突然失控并进行射击狂暴。,我们应该废除持有和携带武器的权利。,train,0.847311545
有太多不公平需要纠正，有太多问题需要解决，削减开支只会加剧这些问题。,我们应采取紧缩政策。,train,0.77516547
已经存在太多针对少数群体的制度障碍。平权行动有助于公平竞争。,我们应该结束平权行动。,train,0.778402272
有太多的法官不做正确的事情。,我们应该限制司法激进主义。,train,0.622025671
新闻媒体已经太多了，所以我们不需要继续投入资金给记者。,我们应该对新闻业进行补贴,train,0.710614961
世界上已经存在太多核武器了。要完全废除它们是不可能的。,我们应当为废除核武器而奋斗。,train,0.278371609
地球上的人口太多了，勒紧裤腰带是我们地球得以生存的唯一途径。我们没有足够的资源供养人口过度消费。,我们应该实施紧缩措施。,train,0.621258332
地球上有太多问题需要解决，不能浪费资金漂浮在太空里，而这里的人们却挨饿。,我们应该对太空探索进行补贴。,train,0.679434493
这个国家有太多的裁决显示法官是基于个人观点而不是事实来作出裁决的。是时候采取措施限制司法激进行为了。,我们应该限制司法激进主义。,train,1.0
有太多未知和未经证实的选项。,我们应该禁止自然疗法,train,0.346944051
代孕领域存在太多未知因素，监管不足。,代孕应该被禁止。,train,0.8849476
有太多女人是投机取巧的，她们只是想要生孩子为了钱。,代孕应该被禁止。,train,0.851884072
有两种性别，并在谈论人群时使用这两个描述并不冒犯，试图包括每种可能的性别身份是荒谬的。,我们应该采用性别中立的语言。,train,0.732870283
我们的语言是要区分性别的，有两种性别。,我们应该采用性别中立的语言,train,0.754316014
人们出生时就有两种性别，我认为没有必要改变指代这两种性别的语言，以迎合那些认为自己是其他性别的人。,我们应该采用性别中性的语言。,train,0.685462452
有两种性别--男性和女性。我们一直使用涉及性别的参考。,我们应该采用性别中立的语言,train,0.831387468
实施制裁通常是有充分理由的。这些理由可能是政治的，甚至有时是基于军事考量，但通常是为了所有人的利益而做出的。,我们应该结束使用经济制裁。,train,0.918360933
对于使用性别选择来对抗某些疾病，存在着有效的医学理由。,我们应该合法化性别选择。,train,1.0
有各种经过训练的团体，他们装备武装以保护我们。,我们应该废除持有和携带武器的权利。,train,0.504893277
有关顺势疗法长期疗效的研究非常有限。,顺势疗法带来的危害大于好处。,train,0.26716635
有方法可以遏制推销电话，你可以直接说“不”或挂断电话。,我们应该禁止电话营销。,train,0.377510236
儿童劳动法规定，儿童演员应该受到与任何其他工作相同的规定。,我们应该禁止使用童星演员。,train,0.33689729
有些年轻人知道什么对自己是正确的，尽管他们的父母可能持不同意见。,我们应该禁止未成年人进行整容手术,train,0.575654938
所有寻找工作的年轻人并没有足够的工作机会。,我们应该取消强制退休。,train,0.91952565
年轻人的工作机会不足。,我们应该取消强制退休。,train,0.715970621
没有足够的人来检查房屋的安全。,寄养护理带来的危害大于好处,train,0.711189632
大规模谋杀是无法得到公平的报偿的，但死刑可能比让这样的凶手活到终老，用纳税人的钱供养更接近于公正。,我们应该废除死刑。,train,1.0
没有任何理由可以证明夺走一个人的生命是正当的。唯一正确地传达这个信息的方式是废除死刑。,我们应该废除死刑。,train,1.0
有一个观点认为，当平权行动不再具有肯定意义时，是因为它让可能不具备资格的人得到了一个他们并不适合的职位，仅仅因为他们的种族。,我们应该结束平权行动。,train,0.98032935
对需要资助的职业研究进行列举可能没有尽头，且这种成本无法承担。,我们应该对职业教育进行补贴,train,0.809928721
永远也不会有所谓的性别中立语言，我们需要为语言创造力祈祷。,我们应该采用性别中立的语言,train,0.284257749
一对夫妇可能有有效的医学和遗传原因，他们希望确保孩子是某一性别-这应该是一个可供选择的选项。,我们应该合法化性别选择。,train,0.757459252
探索太空似乎并没有更广泛的意义，除了探索本身之外，政府补助应该用于惠及当下地球人民的项目。,我们应该对太空探索进行补贴。,train,0.89824559
人类一直都有各种娱乐与逃避方式。 无论是阅读书籍、观看戏剧，甚至是观看斗牛，都是一种享乐方式。 电视只不过是另一种娱乐形式。,我们应该放弃电视。,train,0.840510494
近来手术失误导致的恐怖后果以及患者死亡的情况屡见不鲜，出于种种原因，因此应该禁止整形手术，以防止这些事件发生。,我们应该禁止整形手术,train,0.897646419
自动驾驶汽车已经进行了大量测试，我们应该进一步推动其发展。,我们应该停止自动驾驶汽车的发展,train,0.664344618
少数群体仍然需要肯定行动来实现公平竞争的水平，因为存在太多的歧视。,我们应该结束平权行动。,train,0.917048501
一定有比用核武器消灭文明更好的解决冲突的办法。,我们应该为废除核武器而奋斗。,train,0.778617845
还没有足够的研究来保证它的有效性。,我们应该禁止自然疗法,train,0.812404466
对于当国家对我们做错事时，我们必须制定惩罚措施。,我们应该结束使用经济制裁。,train,0.659868812
必须有其他方法来抓捕罪犯。,应该将诱捕合法化。,train,0.478916222
这个营地发生了对囚犯的虐待。即使是敌人也不应该被这样对待。,我们应该关闭关塔那摩湾拘留营。,train,0.938830156
总会有并且一直会有无辜者被处决的案例。,我们应该废除死刑。,train,1.0
有临床试验显示，顺势疗法治疗取得了积极的效果。,顺势疗法带来的危害大于好处。,train,0.978617949
近年来发生了太多校园枪击事件和未成年人的意外枪击事件。是时候彻底废除枪支了。,我们应该废除持有和携带武器的权利,train,0.912693356
曾经出现过被判处死刑的人后来被发现并非犯有被指控的罪行的情况。,我们应该废除死刑。,train,0.687676674
有许多儿童演员最终沦为药物或酒精的受害者。,我们应该禁止使用童星。,train,0.674335337
在很多情况下，寄养父母的虐待比孩子之前的处境更具破坏性。,寄养制度带来的伤害多于好处。,train,0.869952668
关塔那摩湾发生了许多侵犯人权的行为，包括使用拷打的审讯技术获取信息。,我们应该关闭关塔那摩湾拘留营。,train,1.0
太空旅行并没有直接带来任何好处；太空探索的所有发明和副产品最终都会被商业公司开发出来。,我们应该对太空探索提供补贴。,train,0.64626652
由于这项研究，取得了许多重大突破。,我们应该资助胚胎干细胞研究。,train,0.727691229
有成千上万例儿童被所谓的寄养父母虐待和冷落，并且许多寄养父母只是为了额外收入而这样做，并没有妥善照顾他们的被照顾者。,寄养带来的危害大于好处。,train,0.980994185
有太多的案例表明人们只是为了钱而寄养孩子，而不是为了孩子的福祉，因此是时候考虑一个更好的解决方案了。,寄养护理给孩子带来的伤害远大于好处。,train,1.0
有太多大规模枪击事件发生，仅仅因为一个人拥有携带武器的权利而造成了巨大的破坏。,我们应该废除拥有和携带武器的权利,train,0.982035583
美国发生了太多枪击事件，为了拯救生命，我们需要废除携带武器的权利。,我们应当废除持有和携带武器的权利,train,0.754937569
